Set,name,graphics,text,type,rarity,unique,prowess,body,mind,influence,mp,home_site,skills,race,class,cp,back,sp,specific,strikes,subclass,site_type,site_path,draw,draw_opp,region,haven,playable,auto_attack,special
gw,Under His Spell,Under His Spell.jpg,Dragon-lord specific. Dragon-magic. Playableon your Dragon-lord. He may tap to play Memories Stolen on a character he faces in CvCC; Memories Stolen may also be taken from your sideboard or discard pile.,Minion Resource,U,,,,,,,,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
gw,Unquenchable Flames,Unquenchable Flames.jpg,"Any factions played at a site at which a company successfully plays Burning Rick, Cot and Tree or Smoke on the Wind, are returned to their owner’s hand.",Minion Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Wealth of His Halls,Wealth of His Halls.jpg,"Dragon-lord specific. Playable on a Dragon’s Den [K]. One non-unique non-special item normally playable at the site is playable at the site. This does not tap the site and may be done at a tapped site; place this card with the item, it gives 0 mp at all times. Additionally, if this card is one of your starting events, you may include non-unique hoard minor items in your starting company. Cannot be duplicated on a given site.",Minion Resource,C,,,,,,0,,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
gw,Whispering Voices,Whispering Voices.jpg,"Dragon-lord specific. Playable during the site phase on a company without a Dragon. Instead of making a normal influence attempt to bring a character into play, you may make a roll, modified by your Dragon-lord’s unused EI if he taps. If the result is greater than the character’s mind plus 1, he joins the company (otherwise discard the character).",Minion Resource,C,,,,,,,,,,Short-event,,,,Dragon-lord,,,,,,,,,,,
gw,Whispers of Wealth,Whispers of Wealth.jpg,"Dragon-lord specific. Greed mode. Playable during the organization phase on your Dragon-lord at a Dragon’sDen [K]. Return this card to your hand: when you play another mode card, or during your organization phase if you so choose. When an opponent’s company plays an item at a site within 4 regions from your current Dragon’s Den [K] (6 if winged) you may play a hazard creature manifestation of your Dragon-lord on that company. 1 strike must target the character that has played the highest mp item this turn. If a strike fails, the Dragon is wounded (no body check is required).",Minion Resource,C,,,,,,,,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
gw,Wide Awake,Wide Awake.jpg,Dragon-lord specific. Place this card on yourDragon-lord if he is in play. tap during your end of turn phase to search your discard for a mode card and shuffle to your play deck. Card may be taken to hand instead if Doors of Night is in play.Discard this card if your Dragon-lord is in dream mode. Cannot be duplicated by a given player.,Minion Resource,C,,,,,,,,,,Permanent-event,,,2,Dragon-lord,,,,,,,,,,,
gw,Wielder of Old Arts,Wielder of Old Arts.jpg,Dragon-lord specific. Place this card on your Dragon-lord if he is in play. Your Dragon- lord may tap during your end-of-turn phase to take one Dragon-magic card from your discard pile to your hand. Cannot be duplicated by a given player.,Minion Resource,C,,,,,,,,,,Permanent-event,,,1,Dragon-lord,,,,,,,,,,,
gw,Wings under Trees,Wings under Trees.jpg,"Playable on a company moving with flying movement, to a site in Mirkwood or with only Wilderness [w] in its site path. The prowess of each character and ally is modified by -3 (to a minimum of 6) this turn. If the company consists only of Dragon characters it is not considered flying this turn, but can still move up to 6 regions if winged.",Hazard,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
gw,Wyrm's Blood,Wyrm's Blood.jpg,"Dragon only. Playable on a Dragon character. Discard this card (at any time) after a successful strike against the Dragon: the strike is also considered failed (make any body checks to see if the strike is defeated). Additionally, if the Dragon is wounded, every non-Dragon creature played against his company costs 2 against the hazard limit. Cannot be duplicated on a given Dragon.",Minion Resource,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
gw,Wyrm's Reek,Wyrm's Reek.jpg,"Cold-dragon only. Playable on a Dragon if CvCC is declared, before resolving the attack. You may play one Animal, Wolf or Spider hazard creature (as a creature) without asterix (*) on opponent’s company before or after resolving CvCC; the creature must be keyable to the Dragon’s current site, or to the region containing the site. This card may also be played during your opponent’s turn.",Minion Resource,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
nec,Ando-anca,Ando-anca.jpg,"Unique. Cold-dragon. May be played at Norr-dûm. 3 strikes. If Doors of Night is in play, may also be played keyed to Dragon Gap, Forovirkain, Grey Mountains, Grey Mountain Narrows, and Withered Heath; and at sites in these regions.",Hazard,R,yes,16,8,,,5,,,,Creature,,,,,3,Cold-dragon,,,,,,,,,
nec,Ando-anca Ahunt,Ando-anca Ahunt.jpg,"Unique. Any company moving in Dragon Gap, Forovirkain, Grey Mountains, Grey Mountain Narrows, and/or Withered Heath immediately faces a Cold-dragon attack (considered a hazard creature attack) — 4 strikes at 14/7. If Doors of Night is in play, this attack also affects: Anduin Vales, Northern Rhovanion, and Talath Uichel.",Hazard,R,yes,14,7,,,5,,,,Long-event,,,,,,,,,,,,,,,
nec,Ando-anca at Home,Ando-anca at Home.jpg,"Unique. Unless Ando-anca Ahunt is in play, Norr-dûm has an additional automatic-attack: Cold-dragon — 3 strikes at 17/8. In addition, all body checks for Dúnedain, Dwarves, Elves, Hobbits, Men, Orcs, Trolls, and Umli resulting from unique Dragon attacks are modified by +1.",Hazard,R,yes,17,8,,,5,,,,Permanent-event,,,,,,,,,,,,,,,
nec,Angurth,Angurth.jpg,"Unique. Fire-dragon. May be played at Long Peak. 2 strikes. Attacker chooses defending characters, but strikes must first be assigned to any Dwarves in the defending company. If Doors of Night is in play, may also be played keyed to Dragon Gap, Forovirkain, Grey Mountains, Grey Mountain Narrows, and Withered Heath; and at sites in these regions.",Hazard,R,yes,16,8,,,5,,,,Creature,,,,,2,Fire-dragon,,,,,,,,,
nec,Angurth Ahunt,Angurth Ahunt.jpg,"Unique. Any company moving in Dragon Gap, Forovirkain, Grey Mountains, Grey Mountain Narrows, and/or Withered Heath immediately faces a Fire-dragon attack (considered a hazard creature attack) — 3 strikes at 14/7 (attacker chooses defending characters, but strikes must first be assigned to any Dwarves in the defending company). If Doors of Night is in play, this attack also affects: Iron Hills, Northern Rhovanion, and Talath Oiohelka.",Hazard,R,yes,14,7,,,5,,,,Long-event,,,,,,,,,,,,,,,
nec,Angurth at Home,Angurth at Home.jpg,"Unique. Unless Angurth Ahunt is in play, Long Peak has an additional automatic-attack: Fire-dragon — 2 strikes at 17/8. In addition, each company at a non-Haven site in Wilderland that did not attempt to move this turn has its hazard limit increased by 1.",Hazard,R,yes,17,8,,,5,,,,Permanent-event,,,,,,,,,,,,,,,
nec,At Their Throats,At Their Throats.jpg,"Playable on a Dragon faction. Choose another Dragon faction in active play that shares at least 1 region for its attack with target faction. Make a roll adding the number regions that both factions share for their attack, plus any influence modification against each other (ignoring the negative); if the result is greater than opponent’s free GI, the two factions attack eachother. Each faction’s prowess and body are equal to the attack on their card and the controlling player makes the roll. No resources may be played. If a Dragon faction is thus eliminated remove this card from the game. Otherwise the loosing faction is wounded (invert it); it is worth half its normal mp (round down) and can be healed by making a successful influence attempt against the faction. Cannot be duplicated on a given turn.",Hazard,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
nec,Attrition,Attrition.jpg,"Any defeated non-unique Gathered Bones inany players mp does not give any mp (overriding any resource effect). Additionally, all Dragon-lords and War- lords receive +2 P. Any defeated creature or Gathered Bones does not give any mp for a Lord, Dragon-lord, or War-lord with less than 6 P.",Hazard,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
nec,Attrition,Attrition.jpg,"Fallen-wizard and minion players cannot receive more mp from killed creatures and trophies than they have P (half their P total for Fallen-wizards). Additionally, Dragon-lords do not receive any mp for their non-unique Gathered Bones.",Hazard,C,,,,,,,,,,Permanent-event,,,,,,,,,,,,,,,
nec,Bardings,Bardings.jpg,"Men. Each character in the company faces a strike (detainment against covert and hero companies). May be played keyed to Dorwinion, Grey Mountain Narrows, Iron Hills, Northern Rhovanion, or Southern Rhovanion; and at non-Haven sites in these regions. May also be played on Dale or Lake- town, creating an additional automatic-attack (discard Bardings at the end of the site phase). May not be played against a covert or hero company containing a character with a home site in Dorwinion, Northern Rhovanion, or Southern Rhovanion.",Hazard,C,,10/6,,,,2*,,,,Creature,,,,,"men. each character in the company faces a strike (detainment against covert and hero companies). may be played keyed to dorwinion, grey mountain narrows, iron hills, northern rhovanion, or southern rhovanion; and at non-haven sites in these regions. may also be played on dale or lake- town, creating an additional automatic-attack (discard bardings at the end of the site phase). may not be played against a covert or hero company containing a character with a home site in dorwinion, northern rhovanion, or southern rhovanion.",Men,,,,,,,,,
nec,Bardings,Bardings.jpg,"Men. Each character in the company faces a strike (detainment against hero and covert companies). May be played keyed to Dorwinion, Grey Mountain Narrows, Iron Hills, Northern Rhovanion, or Southern Rhovanion; and at non-Haven sites in these regions. A character in a non- overt company and with a home site in these regions may tap to cancel this attack. As a permanent-event, may be played on Dale or Lake- town. Target site gains an additional automatic-attack: same as this card’s creature attack. Discard after the attack has been faced. Cannot be duplicated on a given site.",Hazard,C,,10/6,,,,2*,,,,Creature/Permanent-event,,,,,"men. each character in the company faces a strike (detainment against hero and covert companies). may be played keyed to dorwinion, grey mountain narrows, iron hills, northern rhovanion, or southern rhovanion; and at non-haven sites in these regions. a character in a non- overt company and with a home site in these regions may tap to cancel this attack. as a permanent-event, may be played on dale or lake- town. target site gains an additional automatic-attack: same as this card’s creature attack. discard after the attack has been faced. cannot be duplicated on a given site.",Men,,,,,,,,,
nec,Birth-spot,Birth-spot.jpg,"Playable on a Dragon character. He receives -3 body. When the Dragon does not tap to face a strike of an attack, he receives an additional -3 prowess penalty. If at his home site (or any Dragon’s Den [K]) during his organization phase, target Dragon may tap to discard this card. Cannot be duplicated.",Hazard,C,,(-3),-3,,,,,,,Permanent-event,,,,,,,,,,,,,,,
nec,Corlagon,Corlagon.jpg,"Unique. May be played at Cirith Helkaloke. Fire-dragon. 2 strikes. Attacker chooses defending characters. If Doors of Night is in play, may also be played keyed to Angmar, Dragon Gap, Forochel, Gundabad, and Misty Mountains - Northern Spur; and at sites in these regions.",Hazard,R,yes,12,8,,,3,,,,Creature,,,,,2,Fire-dragon,,,,,,,,,
nec,Corlagon Ahunt,Corlagon Ahunt.jpg,"Unique. Any company moving in Angmar, Dragon Gap, Forochel, Gundabad, or Misty Mountains - Northern Spur immediately faces a Fire-dragon attack (considered a hazard creature attack) — 3 strikes at 10/7 (attacker chooses defending characters). If Doors of Night is in play, this attack also affects: Anduin Vales, Everdalf, and Talath Uichel.",Hazard,R,yes,10,7,,,3,,,,Long-event,,,,,,,,,,,,,,,
nec,Corlagon at Home,Corlagon at Home.jpg,"Unique. Unless Corlagon Ahunt is in play, Cirith Helkaloke has an additional automatic- attack: Fire-dragon — 2 strikes at 13/8. In addition, each rune item and each hoard minor item gives an additional corruption point.",Hazard,R,yes,13,8,,,3,,,,Permanent-event,,,,,,,,,,,,,,,
nec,Cursed Treasure,Cursed Treasure.jpg,"Corruption. May only be played and revealed as an on-guard card at a Dragon’s Lair whose normal automatic-attack (as given on the site card) is non-existent. After a character has played a treasure item or item that was stored at (any version of) the site, reveal this card and place it with that character: he receives 4 corruption points and immediately makes a CP.",Hazard,C,,,,,,,,,,Permanent-event,4,,,,,,,,,,,,,,
nec,Dragon Hunters,Dragon Hunters.jpg,"Dwarves. 4 strikes. +4 prowess and -1 to target’s body against companies containing a Dragon or Drake. May only be played against an overt company. Dragon Hunters receives an additional +1 prowess for each Gathered Bones of Dwarf characters or Dwarf factions in opponent’s mp. May be played keyed to any region containing a Dragon’s lair or Dwarf-hold, and keyed on any non-Haven site in those regions.",Hazard,C,,8,-,,,1*,,,,Creature,,,,,4,Dwarves,,,,,,,,,
nec,Dragon's Breath,Dragon's Breath.jpg,"Playable on an attack by True Fire-drake, Winged Fire-drake, or on any Fire-dragon attack (before strikes are assigned). Each character in the company being attacked must immediately face a strike equal to the attack’s prowess. Instead or using prowess against the strike, each character uses his body modified by +1 if he has a shield, by +1 if he has a helmet, and by +3 if he taps. The target attack which follows receives +1 body and -2 prowess. Cannot be duplicated on a given attack.",Hazard,C,,,,,,,,,,Short-event,,,,,,,,,,,,,,,
